best_x,best_y,step
"[-0.5756684432848019, 0.8114804887398962, -0.10052492129075165]",-0.23278345082086063,29
"[-0.5756903091804286, 0.8115067002171277, -0.10018754123368576]",-0.23278533555414616,30
"[-0.5736969497871459, -0.8132831286911618, -0.0971718189149515]",-0.23279406291274454,31
"[-0.5736969497871459, -0.8132831286911618, -0.0971718189149515]",-0.23279406291274454,32
"[-0.573757493800475, -0.8132408548491361, -0.09716815482473687]",-0.23279417646922257,33
"[-0.573757493800475, -0.8132408548491361, -0.09716815482473687]",-0.23279417646922257,34
"[-0.5738265997161242, -0.8131964390074269, -0.09713179213764697]",-0.23279429188532272,35
"[-0.5738265997161242, -0.8131964390074269, -0.09713179213764697]",-0.23279429188532272,36
"[-0.5738265997161242, -0.8131964390074269, -0.09713179213764697]",-0.23279429188532272,37
"[-0.5738265997161242, -0.8131964390074269, -0.09713179213764697]",-0.23279429188532272,38
"[-0.5738265997161242, -0.8131964390074269, -0.09713179213764697]",-0.23279429188532272,39
"[-0.5738436118985378, -0.8131825357585492, -0.09714768458659287]",-0.232794322672999,40
"[-0.5738664102469078, -0.8131684693642813, -0.09713075528420144]",-0.23279435681716107,41
"[-0.573883400927455, -0.813157922094591, -0.09711866903301818]",-0.23279438138202552,42
"[-0.573883400927455, -0.813157922094591, -0.09711866903301818]",-0.23279438138202552,43
"[-0.5739882682732003, -0.8131069234359936, -0.09692573933267559]",-0.23279446545766047,44
"[-0.5739882682732003, -0.8131069234359936, -0.09692573933267559]",-0.23279446545766047,45
"[-0.5739882682732003, -0.8131069234359936, -0.09692573933267559]",-0.23279446545766047,46
"[-0.15615784029718277, 0.28223307912480505, 0.9465512231049364]",-0.3921562255319896,47
"[-0.15615784029718277, 0.28223307912480505, 0.9465512231049364]",-0.3921562255319896,48
"[-0.15615784029718277, 0.28223307912480505, 0.9465512231049364]",-0.3921562255319896,49
"[-0.19719657337925978, 0.24404489908988258, 0.9495028165706972]",-0.4142368642914348,50
"[-0.19719657337925978, 0.24404489908988258, 0.9495028165706972]",-0.4142368642914348,51
"[-0.19719657337925978, 0.24404489908988258, 0.9495028165706972]",-0.4142368642914348,52
"[-0.14932084460936265, 0.20665003853124397, 0.9669534874750606]",-0.49944827822548876,53
"[-0.13654480330235066, 0.14737022880542655, 0.9796109086535115]",-0.5425605676889552,54
"[-0.13654480330235066, 0.14737022880542655, 0.9796109086535115]",-0.5425605676889552,55
"[-0.13654480330235066, 0.14737022880542655, 0.9796109086535115]",-0.5425605676889552,56
"[-0.13654480330235066, 0.14737022880542655, 0.9796109086535115]",-0.5425605676889552,57
"[-0.13654480330235066, 0.14737022880542655, 0.9796109086535115]",-0.5425605676889552,58
"[-0.12139112141085728, 0.14166602775061285, 0.9824433480990021]",-0.5745166020754408,59
"[-0.12139112141085728, 0.14166602775061285, 0.9824433480990021]",-0.5745166020754408,60
"[-0.12139112141085728, 0.14166602775061285, 0.9824433480990021]",-0.5745166020754408,61
"[-0.12139112141085728, 0.14166602775061285, 0.9824433480990021]",-0.5745166020754408,62
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,63
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,64
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,65
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,66
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,67
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,68
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,69
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,70
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,71
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,72
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,73
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,74
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,75
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,76
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,77
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,78
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,79
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,80
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,81
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,82
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,83
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,84
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,85
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,86
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,87
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,88
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,89
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,90
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,91
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,92
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,93
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,94
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,95
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,96
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,97
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,98
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,99
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,100
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,101
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,102
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,103
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,104
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,105
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,106
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,107
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,108
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,109
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,110
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,111
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,112
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,113
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,114
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,115
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,116
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,117
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,118
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,119
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,120
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,121
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,122
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,123
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,124
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,125
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,126
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,127
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,128
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,129
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,130
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,131
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,132
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,133
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,134
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,135
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,136
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,137
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,138
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,139
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,140
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,141
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,142
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,143
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,144
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,145
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,146
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,147
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,148
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,149
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,150
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,151
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,152
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,153
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,154
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,155
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,156
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,157
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,158
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,159
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,160
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,161
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,162
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,163
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,164
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,165
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,166
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,167
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,168
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,169
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,170
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,171
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,172
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,173
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,174
"[-0.08430886589119213, 0.13826256661408445, 0.98680062718131]",-0.6114015253028419,175
"[-0.0782442470756953, 0.0965367602003871, 0.9922492084801935]",-0.6564193889784136,176
"[-0.0782442470756953, 0.0965367602003871, 0.9922492084801935]",-0.6564193889784136,177
"[-0.0782442470756953, 0.0965367602003871, 0.9922492084801935]",-0.6564193889784136,178
"[-0.0782442470756953, 0.0965367602003871, 0.9922492084801935]",-0.6564193889784136,179
"[-0.007900749649411419, 0.007962486094816552, 0.9999370865060299]",-0.7170972740646253,180
"[-0.007900749649411419, 0.007962486094816552, 0.9999370865060299]",-0.7170972740646253,181
"[-0.007900749649411419, 0.007962486094816552, 0.9999370865060299]",-0.7170972740646253,182
"[-0.006671912804787771, 0.00682858348126625, 0.9999544269751321]",-0.7236676552025418,183
"[-0.00510052525246893, 0.0059611143235962175, 0.9999692244055164]",-0.7610602629690852,184
"[-0.0022578786787625102, -0.003015248177416903, 0.9999929051059817]",-0.7820004156896825,185
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,186
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,187
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,188
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,189
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,190
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,191
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,192
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,193
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,194
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,195
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,196
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,197
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,198
"[-0.0020127146439669046, -0.0028230862111268285, 0.9999939895639407]",-0.7839404760102623,199
