elbo,step
1.1611985820127142,383
1.1650775174978332,384
1.1706446021429266,385
1.1754733212865343,386
1.1797185725859056,387
1.1855536370511204,388
1.1892498270241083,389
1.1946943307493676,390
1.2001539548459792,391
1.2045330709047426,392
1.2095217539426755,393
1.2137367361121814,394
1.219032710081565,395
1.2237727385604118,396
1.2291226281501153,397
1.233690254996376,398
1.2378626703425366,399
1.2438610064384263,400
1.248588014351935,401
1.2518781724833123,402
1.2564814418031687,403
1.2603794661604941,404
1.2659721726871522,405
1.273060187439861,406
1.2771967814726215,407
1.2807393701886967,408
1.287165227131249,409
1.2920842771735992,410
1.2954027207230419,411
1.3014769219687947,412
1.3065776095606492,413
1.3103754853566696,414
1.31548796786436,415
1.3204834572008597,416
1.32447761740826,417
1.3290846946784456,418
1.3341542461720057,419
1.3387292304071154,420
1.3446981706067345,421
1.3494893870606994,422
1.3538276642401095,423
1.3592449322915328,424
1.364004314330122,425
1.3678676445399969,426
1.3729715677851062,427
1.3771732843004418,428
1.381054920553082,429
1.3862894103038392,430
1.3924502116275004,431
1.3968387926969899,432
1.4008861743525105,433
1.406081532779814,434
1.410514068344506,435
1.4146002447069548,436
1.4187476230012843,437
1.423332188647718,438
1.4271032494131786,439
1.4310536554666777,440
1.4363923802661165,441
1.441371778867267,442
1.447130790846993,443
1.4517595586777317,444
1.4560845118840469,445
1.4619248157636175,446
1.4673480208751735,447
1.470991020696783,448
1.4749959458702562,449
1.480206681907689,450
1.4844463341843444,451
1.4889940402260797,452
1.4946642737978562,453
1.498747074525891,454
1.5026390431227072,455
1.5073214440996872,456
1.5110586062003588,457
1.5160351757552049,458
1.5221805277117788,459
1.525408225322612,460
1.5277940985506742,461
1.5317426328793147,462
1.5373249719525484,463
1.5423016031270953,464
1.5484591321864456,465
1.5537374528991532,466
1.557193189670151,467
1.5615777251918614,468
1.568212681071096,469
1.5734418784466542,470
1.5761798254308825,471
1.5795894298737998,472
1.585302261075989,473
1.5903790591247084,474
1.5944587089280922,475
1.5986911503868302,476
1.603706487263203,477
1.608561841531038,478
1.612292358132541,479
1.6171723128349407,480
1.6218785124370314,481
1.6262619588223566,482
1.6305514911560852,483
1.6350445980769368,484
1.639283860272839,485
1.6430718180156425,486
1.6479223887701309,487
1.6521825153428114,488
1.6560918916935001,489
1.659773869006986,490
1.6638803708788934,491
1.6678941051291722,492
1.6738717911658696,493
1.6792422046282804,494
1.6832423675853767,495
1.688052182560797,496
1.6938030322403086,497
1.6971772844718398,498
1.7004756434804178,499
