best_x,best_y,step
"[-0.5799431108818779, -0.8051991778440931, -0.12377508691108417]",-0.23211893203885983,29
"[-0.5838226657645557, -0.808721045486082, -0.07156371655711025]",-0.23215001935076682,30
"[-0.5729470232529079, 0.8119447180334523, -0.11170265620480781]",-0.2326083369472693,31
"[-0.5729470232529079, 0.8119447180334523, -0.11170265620480781]",-0.2326083369472693,32
"[-0.5729470232529079, 0.8119447180334523, -0.11170265620480781]",-0.2326083369472693,33
"[-0.5729470232529079, 0.8119447180334523, -0.11170265620480781]",-0.2326083369472693,34
"[-0.5729470232529079, 0.8119447180334523, -0.11170265620480781]",-0.2326083369472693,35
"[-0.5729470232529079, 0.8119447180334523, -0.11170265620480781]",-0.2326083369472693,36
"[-0.5756226023148551, 0.8119200843746757, -0.09718228384481302]",-0.2327938905455216,37
"[-0.5756226023148551, 0.8119200843746757, -0.09718228384481302]",-0.2327938905455216,38
"[-0.5748509213337314, 0.8125438403481333, -0.09653458320243212]",-0.2327945530174513,39
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,40
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,41
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,42
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,43
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,44
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,45
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,46
"[-0.5743775616646456, -0.8128476689427806, -0.09679402745244214]",-0.23279475692636048,47
"[-0.5743651805146409, -0.8128490093141307, -0.09685622060260365]",-0.23279479068031894,48
"[-0.574358471221843, -0.8128518237427078, -0.09687238602337057]",-0.23279479628217611,49
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,50
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,51
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,52
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,53
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,54
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,55
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,56
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,57
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,58
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,59
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,60
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,61
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,62
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,63
"[-0.5743544060292854, -0.8128536481601466, -0.09688117953187486]",-0.2327947988602422,64
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,65
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,66
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,67
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,68
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,69
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,70
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,71
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,72
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,73
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,74
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,75
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,76
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,77
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,78
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,79
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,80
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,81
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,82
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,83
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,84
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,85
"[-0.5744033209154704, -0.8128166753024454, -0.09690137910039248]",-0.23279483607416274,86
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,87
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,88
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,89
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,90
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,91
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,92
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,93
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,94
"[-0.5743994884151212, -0.8128169756891175, -0.09692157520409796]",-0.23279484426520036,95
"[-0.5743949467184503, -0.8128185703078259, -0.09693511720243818]",-0.23279484836445524,96
"[-0.5743949467184503, -0.8128185703078259, -0.09693511720243818]",-0.23279484836445524,97
"[-0.5743949467184503, -0.8128185703078259, -0.09693511720243818]",-0.23279484836445524,98
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,99
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,100
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,101
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,102
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,103
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,104
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,105
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,106
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,107
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,108
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,109
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,110
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,111
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,112
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,113
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,114
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,115
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,116
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,117
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,118
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,119
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,120
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,121
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,122
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,123
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,124
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,125
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,126
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,127
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,128
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,129
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,130
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,131
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,132
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,133
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,134
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,135
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,136
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,137
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,138
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,139
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,140
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,141
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,142
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,143
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,144
"[-0.5745029533664338, -0.8127377676615222, -0.09697256101501539]",-0.23279490542797743,145
"[-0.13951562604704976, -0.3244833634228544, 0.9355457962871148]",-0.3162452428772603,146
"[-0.13951562604704976, -0.3244833634228544, 0.9355457962871148]",-0.3162452428772603,147
"[-0.1962289876530367, -0.31559554953759694, 0.9283822669120338]",-0.3363657511759557,148
"[-0.1962289876530367, -0.31559554953759694, 0.9283822669120338]",-0.3363657511759557,149
"[-0.1963794844021444, -0.30056548637317504, 0.9333249629722782]",-0.3556987700179185,150
"[-0.1963794844021444, -0.30056548637317504, 0.9333249629722782]",-0.3556987700179185,151
"[-0.1963794844021444, -0.30056548637317504, 0.9333249629722782]",-0.3556987700179185,152
"[-0.1963794844021444, -0.30056548637317504, 0.9333249629722782]",-0.3556987700179185,153
"[-0.17997766494962766, -0.22556474394299236, 0.957459443741202]",-0.4493892895471421,154
"[-0.16091716061521444, -0.16747968713472725, 0.9726542149277879]",-0.4960582188303288,155
"[-0.12787241923923492, -0.17137776482474107, 0.9768716937866412]",-0.553192057534083,156
"[-0.12787241923923492, -0.17137776482474107, 0.9768716937866412]",-0.553192057534083,157
"[-0.11386795837711794, -0.173816182243712, 0.9781727980501439]",-0.5599847284702623,158
"[-0.11386795837711794, -0.173816182243712, 0.9781727980501439]",-0.5599847284702623,159
"[-0.11386795837711794, -0.173816182243712, 0.9781727980501439]",-0.5599847284702623,160
"[-0.11386795837711794, -0.173816182243712, 0.9781727980501439]",-0.5599847284702623,161
"[-0.11386795837711794, -0.173816182243712, 0.9781727980501439]",-0.5599847284702623,162
"[-0.07668294615105212, 0.08531116729476852, 0.9933990791743261]",-0.6491286903167082,163
"[-0.07668294615105212, 0.08531116729476852, 0.9933990791743261]",-0.6491286903167082,164
"[-0.07668294615105212, 0.08531116729476852, 0.9933990791743261]",-0.6491286903167082,165
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,166
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,167
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,168
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,169
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,170
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,171
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,172
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,173
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,174
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,175
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,176
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,177
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,178
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,179
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,180
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,181
"[-0.05154901001893781, 0.08955235425831379, 0.994647211534251]",-0.6701702113214754,182
"[-0.024788328913355865, -0.03903531235433771, 0.9989303194613138]",-0.7411349802124425,183
"[-0.024788328913355865, -0.03903531235433771, 0.9989303194613138]",-0.7411349802124425,184
"[-0.024788328913355865, -0.03903531235433771, 0.9989303194613138]",-0.7411349802124425,185
"[-0.024788328913355865, -0.03903531235433771, 0.9989303194613138]",-0.7411349802124425,186
"[-0.0018201180803277225, 0.0031176122814641663, 0.9999934838106878]",-0.7657758879961643,187
"[-0.0018201180803277225, 0.0031176122814641663, 0.9999934838106878]",-0.7657758879961643,188
"[-0.0018201180803277225, 0.0031176122814641663, 0.9999934838106878]",-0.7657758879961643,189
"[-0.0018201180803277225, 0.0031176122814641663, 0.9999934838106878]",-0.7657758879961643,190
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,191
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,192
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,193
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,194
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,195
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,196
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,197
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,198
"[-0.0009708033721305408, -0.0014758671759896986, 0.9999984396772285]",-0.7826425655646156,199
